Opcode, Cycles
AADD, 0
AAND, 0
ADC, 1
ADC_10, 1
ADC_11, 1
ADC_12, 1
ADC_13, 1
ADC_LOCK, 13
ADC_R0, 1
ADC_R4, 1
ADCX, 1
ADD, 1
ADD_00, 1
ADD_01, 1
ADD_02, 1
ADD_03, 1
ADD_LOCK, 13
ADD_R0, 1
ADD_R4, 1
ADDPD, 2
ADDPS, 2
ADDSD, 2
ADDSS, 2
ADDSUBPD, 2
ADDSUBPS, 2
ADOX, 1
AESDEC, 3
AESDEC128KL, 0
AESDEC256KL, 0
AESDECLAST, 3
AESDECWIDE128KL, 0
AESDECWIDE256KL, 0
AESENC, 3
AESENC128KL, 0
AESENC256KL, 0
AESENCLAST, 3
AESENCWIDE128KL, 0
AESENCWIDE256KL, 0
AESIMC, 8
AESKEYGENASSIST, 7
AND, 1
AND_20, 1
AND_21, 1
AND_22, 1
AND_23, 1
AND_LOCK, 14
AND_R0, 1
AND_R4, 1
ANDN, 1
ANDNPD, 1
ANDNPS, 1
ANDPD, 1
ANDPS, 1
AOR, 0
AXOR, 0
BEXTR, 4
BEXTR_XOP, 0
BLCFILL, 0
BLCI, 0
BLCIC, 0
BLCMSK, 0
BLCS, 0
BLENDPD, 1
BLENDPS, 1
BLENDVPD, 1
BLENDVPS, 1
BLSFILL, 0
BLSI, 1
BLSIC, 0
BLSMSK, 1
BLSR, 1
BNDCL, 0
BNDCL_B, 0
BNDCL_B_D32, 0
BNDCL_B_D8, 0
BNDCL_B_I, 0
BNDCL_B_I_D32, 0
BNDCL_B_I_D8, 0
BNDCL_B_IS, 0
BNDCL_B_IS_D32, 0
BNDCL_B_IS_D8, 0
BNDCL_D32, 0
BNDCL_I_D32, 0
BNDCL_IS_D32, 0
BNDCL_R_D32, 0
BNDCN, 0
BNDCN_B, 0
BNDCN_B_D32, 0
BNDCN_B_D8, 0
BNDCN_B_I, 0
BNDCN_B_I_D32, 0
BNDCN_B_I_D8, 0
BNDCN_B_IS, 0
BNDCN_B_IS_D32, 0
BNDCN_B_IS_D8, 0
BNDCN_D32, 0
BNDCN_I_D32, 0
BNDCN_IS_D32, 0
BNDCN_R_D32, 0
BNDCU, 0
BNDCU_B, 0
BNDCU_B_D32, 0
BNDCU_B_D8, 0
BNDCU_B_I, 0
BNDCU_B_I_D32, 0
BNDCU_B_I_D8, 0
BNDCU_B_IS, 0
BNDCU_B_IS_D32, 0
BNDCU_B_IS_D8, 0
BNDCU_D32, 0
BNDCU_I_D32, 0
BNDCU_IS_D32, 0
BNDCU_R_D32, 0
BNDLDX, 0
BNDMK_B, 0
BNDMK_B_D32, 0
BNDMK_B_D8, 0
BNDMK_B_I, 0
BNDMK_B_I_D32, 0
BNDMK_B_I_D8, 0
BNDMK_B_IS, 0
BNDMK_B_IS_D32, 0
BNDMK_B_IS_D8, 0
BNDMK_D32, 0
BNDMK_I_D32, 0
BNDMK_IS_D32, 0
BNDMOV, 0
BNDSTX, 0
BSF, 3
BSR, 3
BSWAP, 2
BT, 3
BTC, 1
BTC_LOCK, 16
BTR, 1
BTR_LOCK, 16
BTS, 1
BTS_LOCK, 16
BZHI, 3
CALL_FAR, 0
CBW, 1
CDQ, 1
CDQE, 1
CLAC, 0
CLC, 0
CLD, 0
CALL_NEAR, 0
CLDEMOTE, 0
CLFLUSH, 0
CLGI, 0
CLI, 0
CLFLUSHOPT, 0
CLTS, 0
CLUI, 0
CLRSSBSY, 0
CLZERO, 0
CMC, 1
CLWB, 0
CMOVB, 1
CMOVBE, 1
CMOVL, 1
CMOVLE, 1
CMOVNB, 1
CMOVNBE, 1
CMOVNL, 1
CMOVNLE, 1
CMOVNO, 1
CMOVNP, 1
CMOVNS, 1
CMOVNZ, 1
CMOVO, 1
CMOVP, 1
CMOVS, 1
CMOVZ, 1
CMP, 1
CMP_38, 1
CMP_39, 1
CMP_3A, 1
CMP_3B, 1
CMP_R0, 1
CMP_R4, 1
CMPBEXADD, 0
CMPBXADD, 0
CMPLEXADD, 0
CMPLXADD, 0
CMPNBEXADD, 0
CMPNBXADD, 0
CMPNLEXADD, 0
CMPNLXADD, 0
CMPNOXADD, 0
CMPNPXADD, 0
CMPNSXADD, 0
CMPNZXADD, 0
CMPOXADD, 0
CMPPD, 4
CMPPS, 4
CMPSB, 1
CMPSB_REPE, 0
CMPSB_REPNE, 0
CMPSD, 1
CMPSD_REPE, 0
CMPSD_REPNE, 0
CMPPXADD, 0
CMPSQ, 1
CMPSQ_REPE, 0
CMPSQ_REPNE, 0
CMPSD_XMM, 4
CMPSW, 4
CMPSW_REPE, 0
CMPSW_REPNE, 0
CMPSS, 4
CMPSXADD, 0
CMPXCHG, 0
CMPXCHG_LOCK, 14
CMPXCHG16B, 0
CMPXCHG16B_LOCK, 21
CMPXCHG8B, 0
CMPXCHG8B_LOCK, 16
CMPZXADD, 0
COMISD, 3
CPUID, 0
CQO, 1
COMISS, 3
CRC32, 3
CVTDQ2PD, 5
CVTDQ2PS, 4
CVTPD2DQ, 5
CVTPD2PI, 8
CVTPD2PS, 5
CVTPI2PD, 6
CVTPI2PS, 4
CVTPS2DQ, 4
CVTPS2PD, 5
CVTPS2PI, 9
CVTSD2SI, 7
CVTSD2SS, 1
CVTSI2SD, 4
CVTSI2SS, 1
CVTSS2SD, 4
CVTSS2SI, 8
CVTTPD2DQ, 5
CVTTPD2PI, 8
CVTTPS2DQ, 4
CVTTPS2PI, 9
CVTTSD2SI, 7
CWD, 2
CWDE, 1
CVTTSS2SI, 8
DEC, 0
DEC_LOCK, 17
DIV, 14
DIVPD, 13
DIVPS, 11
DIVSD, 13
DIVSS, 11
DPPD, 9
EMMS, 0
ENCLS, 0
ENCLU, 0
DPPS, 14
ENCODEKEY128, 0
ENDBR32, 0
ENDBR64, 0
ENCODEKEY256, 0
ENQCMD, 0
ENQCMDS, 0
ENTER, 126
ENTER_W, 109
EXTRACTPS, 4
EXTRQ, 0
F2XM1, 0
FABS, 0
FADD, 0
FADDP, 0
FBLD, 0
FBSTP, 0
FCHS, 0
FCMOVB, 0
FCMOVBE, 0
FCMOVE, 0
FCMOVNB, 0
FCMOVNBE, 0
FCMOVNE, 0
FCMOVNU, 0
FCMOVU, 0
FCOM, 0
FCOMI, 0
FCOMIP, 0
FCOMP, 0
FCOMPP, 0
FDECSTP, 0
FCOS, 0
FDIV, 0
FDIVP, 0
FDIVR, 0
FDIVRP, 0
FFREE, 0
FIADD, 0
FICOM, 0
FICOMP, 0
FIDIV, 0
FIDIVR, 0
FILD, 0
FINCSTP, 0
FIMUL, 0
FIST, 0
FISTP, 0
FISTTP, 0
FISUB, 0
FISUBR, 0
FLD, 0
FLD1, 0
FLDCW, 0
FLDENV, 0
FLDENV_W, 0
FLDL2E, 0
FLDL2T, 0
FLDLG2, 0
FLDLN2, 0
FLDPI, 0
FLDZ, 0
FMUL, 0
FNCLEX, 0
FNINIT, 0
FNOP, 0
FMULP, 0
FNSAVE, 0
FNSAVE_W, 0
FNSTCW, 0
FNSTENV, 0
FNSTSW, 0
FNSTENV_W, 0
FNSTSW, 0
FPATAN, 0
FPREM, 0
FPREM1, 0
FPTAN, 0
FRNDINT, 0
FRSTOR, 0
FRSTOR_W, 0
FSCALE, 0
FSIN, 0
FSINCOS, 0
FSQRT, 0
FST, 0
FSTP, 0
FSUB, 0
FSUBP, 0
FSUBR, 0
FSUBRP, 0
FTST, 0
FUCOM, 0
FUCOMI, 0
FUCOMIP, 0
FUCOMP, 0
FWAIT, 0
FUCOMPP, 0
FXAM, 0
FXCH, 0
FXRSTOR, 0
FXRSTOR64, 0
FXSAVE, 0
FXSAVE64, 0
FXTRACT, 0
FYL2X, 0
GETSEC, 0
FYL2XP1, 0
GF2P8AFFINEINVQB, 3
GF2P8AFFINEQB, 3
GF2P8MULB, 3
HADDPD, 5
HLT, 0
HADDPS, 5
HRESET, 0
HSUBPD, 5
HSUBPS, 5
IDIV, 14
IMUL, 3
IMUL_IMMB, 3
IMUL_IMMZ, 3
IN, 0
INC, 0
INC_LOCK, 17
INCSSPD, 0
INSB, 0
INSB_REPE, 0
INSB_REPNE, 0
INSD, 0
INSD_REPE, 0
INSD_REPE_REX64, 0
INSD_REPNE, 0
INSD_REPNE_REX64, 0
INCSSPQ, 0
INSERTPS, 1
INSW, 0
INSW_REPE, 0
INSW_REPNE, 0
INSERTQ, 0
INT3, 0
INVD, 0
INT, 0
INVEPT, 0
INVLPG, 0
INVLPGA, 0
INVLPGB, 0
INVPCID, 0
IRET, 0
IRETD, 0
IRETQ, 0
INVVPID, 0
JB, 0
JBE, 0
JL, 0
JLE, 0
JMP, 0
JMP_FAR, 0
JNB, 0
JNBE, 0
JNL, 0
JNLE, 0
JNO, 0
JNP, 0
JNS, 0
JNZ, 0
JO, 0
JP, 0
JRCXZ, 0
JS, 0
JZ, 0
KADDB, 4
KADDD, 4
KADDQ, 4
KADDW, 4
KANDB, 1
KANDD, 1
KANDNB, 1
KANDND, 1
KANDNQ, 1
KANDNW, 1
KANDQ, 1
KANDW, 1
KMOVB, 3
KMOVD, 3
KMOVQ, 0
KMOVW, 3
KNOTB, 1
KNOTD, 1
KNOTQ, 1
KNOTW, 1
KORB, 1
KORD, 1
KORQ, 1
KORTESTB, 0
KORTESTD, 0
KORTESTQ, 0
KORTESTW, 0
KORW, 1
KSHIFTLB, 4
KSHIFTLD, 4
KSHIFTLQ, 4
KSHIFTLW, 4
KSHIFTRB, 4
KSHIFTRD, 4
KSHIFTRQ, 4
KSHIFTRW, 4
KTESTB, 0
KTESTD, 0
KTESTQ, 0
KTESTW, 0
KUNPCKBW, 4
KUNPCKDQ, 4
KUNPCKWD, 4
KXNORB, 1
KXNORD, 1
KXNORQ, 1
KXNORW, 1
KXORB, 1
KXORD, 1
KXORQ, 1
LAHF, 3
KXORW, 1
LAR, 45
LDDQU, 4
LDMXCSR, 0
LDTILECFG, 0
LEA_B, 0
LEA_B_D32, 0
LEA_B_D8, 0
LEA_B_I, 1
LEA_B_I_D32, 1
LEA_B_I_D8, 1
LEA_B_IS, 2
LEA_B_IS_D32, 2
LEA_B_IS_D8, 2
LEA_D32, 0
LEA_I_D32, 1
LEA_IS_D32, 2
LEAVE, 2
LEAVE_W, 2
LFENCE, 0
LEA_R_D32, 0
LFS, 0
LGDT, 0
LGS, 0
LIDT, 0
LLDT, 0
LMSW, 0
LODSB, 1
LODSB_REPE, 0
LODSB_REPNE, 0
LODSD, 0
LODSD_REPE, 0
LODSD_REPNE, 0
LODSQ, 0
LODSQ_REPE, 0
LODSQ_REPNE, 0
LODSW, 5
LODSW_REPE, 0
LODSW_REPNE, 0
LOADIWKEY, 0
LOOP, 2
LOOPE, 1
LOOPNE, 1
LSL, 44
LSS, 0
LTR, 0
LZCNT, 0
MASKMOVDQU, 10
MASKMOVQ, 12
MAXPD, 4
MAXPS, 4
MAXSD, 4
MCOMMIT, 0
MFENCE, 0
MAXSS, 4
MINPD, 4
MINPS, 4
MINSD, 4
MONITOR, 0
MONITORX, 0
MINSS, 4
MOV, 0
MOV_88, 1
MOV_89, 0
MOV_8A, 1
MOV_8B, 0
MOV_CR, 0
MOV_DR, 181
MOVAPD, 4
MOVAPD_0F28, 0
MOVAPD_0F29, 0
MOVAPS, 4
MOVAPS_0F28, 0
MOVAPS_0F29, 0
MOVBE, 2
MOVD, 3
MOVDDUP, 1
MOVDIR64B, 0
MOVDIRI, 514
MOVDQ2Q, 3
MOVDQA, 4
MOVDQA_0F6F, 0
MOVDQA_0F7F, 0
MOVDQU, 4
MOVDQU_0F6F, 0
MOVDQU_0F7F, 0
MOVHLPS, 1
MOVHPD, 1
MOVHPS, 1
MOVLHPS, 1
MOVLPD, 1
MOVLPS, 1
MOVMSKPD, 3
MOVMSKPS, 3
MOVNTDQ, 517
MOVNTDQA, 4
MOVNTI, 523
MOVNTPD, 520
MOVNTPS, 515
MOVNTQ, 524
MOVNTSD, 0
MOVNTSS, 0
MOVQ, 3
MOVQ_0F6F, 1
MOVQ_0F7E, 1
MOVQ_0F7F, 1
MOVQ_0FD6, 1
MOVSB, 8
MOVSB_REPE, 0
MOVSB_REPNE, 0
MOVSD, 7
MOVSD_REPE, 0
MOVSD_REPNE, 0
MOVQ2DQ, 3
MOVSD_XMM, 4
MOVSD_XMM_0F10, 1
MOVSD_XMM_0F11, 1
MOVSHDUP, 1
MOVSQ, 7
MOVSQ_REPE, 0
MOVSQ_REPNE, 0
MOVSLDUP, 1
MOVSS, 4
MOVSS_0F10, 1
MOVSW, 7
MOVSW_REPE, 0
MOVSW_REPNE, 0
MOVSS_0F11, 1
MOVSX, 1
MOVSXD, 6
MOVUPD, 4
MOVUPD_0F10, 0
MOVUPD_0F11, 0
MOVUPS, 4
MOVUPS_0F10, 0
MOVUPS_0F11, 0
MOVZX, 0
MPSADBW, 3
MUL, 3
MULPD, 4
MULPS, 4
MULSD, 4
MULSS, 4
MWAIT, 0
MWAITX, 0
MULX, 3
NEG, 1
NOP, 0
NEG_LOCK, 17
NOP, 0
NOT, 1
NOT_LOCK, 18
OR, 1
OR_08, 1
OR_09, 1
OR_0A, 1
OR_0B, 1
OR_LOCK, 13
OR_R0, 1
OR_R4, 1
ORPD, 1
ORPS, 1
OUTSB, 0
OUTSB_REPE, 0
OUTSB_REPNE, 0
OUTSD, 0
OUTSD_REPE, 0
OUTSD_REPE_REX64, 0
OUTSD_REPNE, 0
OUTSD_REPNE_REX64, 0
OUTSW, 0
OUTSW_REPE, 0
OUTSW_REPNE, 0
OUT, 0
PABSB, 1
PABSD, 1
PABSW, 1
PACKSSDW, 3
PACKSSWB, 3
PACKUSDW, 3
PACKUSWB, 3
PADDB, 1
PADDD, 1
PADDQ, 1
PADDSB, 1
PADDSW, 1
PADDUSB, 1
PADDUSW, 1
PADDW, 1
PALIGNR, 1
PAND, 1
PAUSE, 0
PANDN, 1
PAVGB, 1
PAVGW, 1
PBLENDVB, 1
PBLENDW, 1
PCLMULQDQ, 3
PCMPEQB, 0
PCMPEQD, 0
PCMPEQQ, 0
PCMPEQW, 0
PCMPESTRI, 12
PCMPESTRI64, 12
PCMPESTRM, 11
PCMPESTRM64, 11
PCMPGTB, 0
PCMPGTD, 0
PCMPGTQ, 0
PCMPGTW, 0
PCMPISTRI, 11
PCONFIG, 0
PCMPISTRM, 8
PDEP, 3
PEXT, 3
PEXTRB, 4
PEXTRD, 4
PEXTRQ, 4
PEXTRW, 4
PEXTRW_SSE4, 12
PHADDD, 2
PHADDSW, 2
PHADDW, 2
PHMINPOSUW, 4
PHSUBD, 2
PHSUBSW, 2
PHSUBW, 2
PINSRB, 1
PINSRD, 1
PINSRQ, 1
PINSRW, 1
PMADDUBSW, 5
PMADDWD, 5
PMAXSB, 1
PMAXSD, 1
PMAXSW, 1
PMAXUB, 1
PMAXUD, 1
PMAXUW, 1
PMINSB, 1
PMINSD, 1
PMINSW, 1
PMINUB, 1
PMINUD, 1
PMINUW, 1
PMOVMSKB, 3
PMOVSXBD, 1
PMOVSXBQ, 1
PMOVSXBW, 1
PMOVSXDQ, 1
PMOVSXWD, 1
PMOVSXWQ, 1
PMOVZXBD, 1
PMOVZXBQ, 1
PMOVZXBW, 1
PMOVZXDQ, 1
PMOVZXWD, 1
PMOVZXWQ, 1
PMULDQ, 5
PMULHRSW, 5
PMULHUW, 5
PMULHW, 5
PMULLD, 10
PMULLW, 5
PMULUDQ, 5
POP, 0
POP_W, 0
POPF, 0
POPFQ, 0
POPCNT, 0
POR, 1
PREFETCH_EXCLUSIVE, 0
PREFETCHIT0, 0
PREFETCHIT1, 0
PREFETCHNTA, 0
PREFETCHT0, 0
PREFETCHT1, 0
PREFETCHT2, 0
PREFETCHW, 0
PREFETCHWT1, 0
PSADBW, 3
PSHUFB, 1
PSHUFD, 1
PSHUFHW, 1
PSHUFLW, 1
PSHUFW, 1
PSIGNB, 1
PSIGND, 1
PSIGNW, 1
PSLLD, 1
PSLLDQ, 1
PSLLQ, 1
PSLLW, 1
PSMASH, 0
PSRAD, 1
PSRAW, 1
PSRLD, 1
PSRLDQ, 1
PSRLQ, 1
PSRLW, 1
PSUBB, 0
PSUBD, 0
PSUBQ, 0
PSUBSB, 0
PSUBSW, 0
PSUBUSB, 0
PSUBUSW, 0
PSUBW, 0
PTEST, 4
PTWRITE, 0
PUNPCKHBW, 1
PUNPCKHDQ, 1
PUNPCKHQDQ, 1
PUNPCKHWD, 1
PUNPCKLBW, 1
PUNPCKLDQ, 1
PUNPCKLQDQ, 1
PUNPCKLWD, 1
PUSH, 0
PUSHF, 9
PUSHFQ, 0
PUSH_W, 12
PVALIDATE, 0
PXOR, 0
RCL, 6
RCL_R0, 2
RCL_R4, 2
RCPPS, 4
RCPSS, 4
RCR, 5
RCR_R0, 2
RCR_R4, 2
RDFSBASE, 0
RDMSR, 0
RDMSRLIST, 0
RDGSBASE, 0
RDPKRU, 0
RDPMC, 0
RDPRU, 0
RDPID, 0
RDRAND, 0
RDSEED, 0
RDSSPD, 0
RDTSC, 0
RDTSCP, 0
RET_FAR, 0
RDSSPQ, 0
RET_FAR_Q, 0
RET_FAR, 0
RET_FAR_W, 0
RET_FAR_Q, 0
RET_NEAR, 0
RET_FAR_W, 0
RET_NEAR, 0
RMPADJUST, 0
RMPUPDATE, 0
ROL, 1
ROL_R0, 1
ROL_R4, 1
ROR, 1
ROR_R0, 1
ROR_R4, 1
RORX, 1
ROUNDPD, 8
ROUNDPS, 8
ROUNDSD, 8
RSM, 0
ROUNDSS, 8
RSQRTPS, 4
RSQRTSS, 4
SAHF, 4
RSTORSSP, 0
SAR, 1
SAR_R0, 1
SAR_R4, 1
SAVEPREVSSP, 0
SARX, 3
SBB, 1
SBB_18, 1
SBB_19, 1
SBB_1A, 1
SBB_1B, 1
SBB_LOCK, 13
SBB_R0, 1
SCASB, 1
SCASB_REPE, 0
SCASB_REPNE, 0
SCASD, 1
SCASD_REPE, 0
SCASD_REPNE, 0
SCASQ, 1
SCASQ_REPE, 0
SCASQ_REPNE, 0
SCASW, 1
SCASW_REPE, 0
SCASW_REPNE, 0
SEAMCALL, 0
SEAMOPS, 0
SEAMRET, 0
SBB_R4, 1
SERIALIZE, 0
SENDUIPI, 0
SETB, 1
SETBE, 1
SETL, 1
SETLE, 1
SETNB, 1
SETNBE, 1
SETNL, 1
SETNLE, 1
SETNO, 1
SETNP, 1
SETNS, 1
SETNZ, 1
SETO, 1
SETP, 1
SETSSBSY, 0
SETS, 1
SFENCE, 0
SETZ, 1
SGDT, 21
SHA1MSG1, 2
SHA1MSG2, 5
SHA1NEXTE, 1
SHA1RNDS4, 4
SHA256MSG1, 5
SHA256MSG2, 6
SHA256RNDS2, 6
SHL, 1
SHL_R0, 1
SHL_R4, 1
SHLD, 4
SHLD_CL, 0
SHLD_IMMB, 1
SHLX, 3
SHR, 1
SHR_R0, 1
SHR_R4, 1
SHRD, 1
SHRD_CL, 0
SHRD_IMMB, 1
SHRX, 3
SHUFPD, 1
SHUFPS, 1
SIDT, 21
SKINIT, 0
SLDT, 0
SMSW, 0
SQRTPD, 13
SQRTPS, 12
SQRTSD, 13
STAC, 0
STC, 0
STD, 0
STGI, 0
STI, 0
SQRTSS, 12
STOSB, 1
STOSB_REPE, 0
STOSB_REPNE, 0
STOSD, 0
STOSD_REPE, 0
STOSD_REPNE, 0
STOSQ, 0
STOSQ_REPE, 0
STOSQ_REPNE, 0
STOSW, 0
STOSW_REPE, 0
STOSW_REPNE, 0
STMXCSR, 0
STR, 0
STUI, 0
STTILECFG, 0
SUB, 1
SUB_28, 1
SUB_29, 0
SUB_2A, 1
SUB_2B, 0
SUB_LOCK, 13
SUB_R0, 1
SUB_R4, 1
SUBPD, 2
SUBPS, 2
SUBSD, 2
SWAPGS, 0
SYSCALL, 0
SYSENTER, 0
SYSEXIT, 0
SYSRET64, 0
SUBSS, 2
TDCALL, 0
T1MSKC, 0
TDPBF16PS, 0
TDPBSSD, 0
TDPBSUD, 0
TDPBUSD, 0
TDPBUUD, 0
TDPFP16PS, 0
TEST, 2
TEST_R0, 2
TESTUI, 0
TEST_R4, 2
TILELOADD, 0
TILERELEASE, 0
TILELOADDT1, 0
TILESTORED, 0
TLBSYNC, 0
TILEZERO, 0
TPAUSE, 0
TZCNT, 0
TZMSK, 0
UCOMISD, 3
UD2, 0
UIRET, 0
UCOMISS, 3
UMONITOR, 0
UMWAIT, 0
UNPCKHPD, 1
UNPCKHPS, 1
UNPCKLPD, 1
UNPCKLPS, 1
V4FMADDPS, 0
V4FMADDPS_Z, 0
V4FMADDSS, 0
V4FMADDSS_Z, 0
V4FNMADDPS, 0
V4FNMADDPS_Z, 0
V4FNMADDSS, 0
V4FNMADDSS_Z, 0
VADDPD, 3
VADDPD_ER, 3
VADDPD_ER_Z, 4
VADDPD_EVEX, 3
VADDPD_Z, 4
VADDPH, 4
VADDPH_ER, 4
VADDPH_ER_Z, 5
VADDPH_Z, 5
VADDPS, 3
VADDPS_ER, 3
VADDPS_ER_Z, 4
VADDPS_EVEX, 3
VADDPS_Z, 4
VADDSD, 3
VADDSD_ER, 3
VADDSD_ER_Z, 4
VADDSD_EVEX, 3
VADDSD_EVEX_ER, 3
VADDSD_Z, 4
VADDSH, 4
VADDSH_ER, 4
VADDSH_ER_Z, 5
VADDSH_Z, 5
VADDSS, 3
VADDSS_ER, 3
VADDSS_ER_Z, 4
VADDSS_EVEX, 3
VADDSS_EVEX_ER, 3
VADDSS_Z, 4
VADDSUBPD, 3
VADDSUBPS, 3
VAESDEC, 5
VAESDEC_EVEX, 5
VAESDECLAST, 5
VAESDECLAST_EVEX, 5
VAESENC, 5
VAESENC_EVEX, 5
VAESENCLAST, 5
VAESENCLAST_EVEX, 5
VAESIMC, 8
VAESKEYGENASSIST, 7
VALIGND, 1
VALIGND_Z, 1
VALIGNQ, 1
VALIGNQ_Z, 1
VANDNPD, 1
VANDNPD_EVEX, 1
VANDNPD_Z, 1
VANDNPS, 1
VANDNPS_EVEX, 1
VANDNPS_Z, 1
VANDPD, 1
VANDPD_EVEX, 1
VANDPD_Z, 1
VANDPS, 1
VANDPS_EVEX, 1
VANDPS_Z, 1
VBCSTNEBF162PS, 0
VBCSTNESH2PS, 0
VBLENDMPD, 0
VBLENDMPD_Z, 1
VBLENDMPS, 0
VBLENDMPS_Z, 1
VBLENDPD, 1
VBLENDPS, 1
VBLENDVPD, 2
VBLENDVPS, 2
VBROADCASTF128, 5
VBROADCASTF32X2, 1
VBROADCASTF32X2_Z, 1
VBROADCASTF32X4, 1
VBROADCASTF32X4_Z, 1
VBROADCASTF32X8, 1
VBROADCASTF32X8_Z, 1
VBROADCASTF64X2, 1
VBROADCASTF64X2_Z, 1
VBROADCASTF64X4, 1
VBROADCASTF64X4_Z, 1
VBROADCASTI128, 5
VBROADCASTI32X2, 1
VBROADCASTI32X2_Z, 1
VBROADCASTI32X4, 1
VBROADCASTI32X4_Z, 1
VBROADCASTI32X8, 1
VBROADCASTI32X8_Z, 1
VBROADCASTI64X2, 1
VBROADCASTI64X2_Z, 1
VBROADCASTI64X4, 1
VBROADCASTI64X4_Z, 1
VBROADCASTSD, 1
VBROADCASTSD_EVEX, 3
VBROADCASTSD_Z, 1
VBROADCASTSS, 1
VBROADCASTSS_EVEX, 1
VBROADCASTSS_Z, 1
VCMPPD, 3
VCMPPD_EVEX, 3
VCMPPD_SAE, 3
VCMPPH, 3
VCMPPH_SAE, 3
VCMPPS, 3
VCMPPS_EVEX, 3
VCMPPS_SAE, 3
VCMPSD, 3
VCMPSD_EVEX, 3
VCMPSD_EVEX_SAE, 3
VCMPSD_SAE, 3
VCMPSH, 3
VCMPSH_SAE, 3
VCMPSS, 3
VCMPSS_EVEX, 3
VCMPSS_EVEX_SAE, 3
VCMPSS_SAE, 3
VCOMISD, 3
VCOMISD_EVEX, 3
VCOMISD_EVEX_SAE, 3
VCOMISH, 4
VCOMISH_SAE, 4
VCOMISS, 3
VCOMISS_EVEX, 3
VCOMISS_EVEX_SAE, 3
VCOMPRESSPD, 3
VCOMPRESSPD_Z, 3
VCOMPRESSPS, 3
VCOMPRESSPS_Z, 3
VCVTDQ2PD, 4
VCVTDQ2PD_EVEX, 5
VCVTDQ2PD_Z, 4
VCVTDQ2PH, 3
VCVTDQ2PH_ER, 5
VCVTDQ2PH_ER_Z, 13
VCVTDQ2PH_Z, 11
VCVTDQ2PS, 4
VCVTDQ2PS_ER, 4
VCVTDQ2PS_ER_Z, 4
VCVTDQ2PS_EVEX, 4
VCVTDQ2PS_Z, 4
VCVTNE2PS2BF16, 5
VCVTNE2PS2BF16_Z, 5
VCVTNEEBF162PS, 0
VCVTNEEPH2PS, 0
VCVTNEOBF162PS, 0
VCVTNEOPH2PS, 0
VCVTNEPS2BF16, 5
VCVTNEPS2BF16_EVEX, 8
VCVTNEPS2BF16_VEX, 0
VCVTNEPS2BF16_Z, 5
VCVTPD2DQ, 1
VCVTPD2DQ_ER, 3
VCVTPD2DQ_ER_Z, 7
VCVTPD2DQ_EVEX, 5
VCVTPD2DQ_Z, 5
VCVTPD2PH, 4
VCVTPD2PH_ER, 6
VCVTPD2PH_ER_Z, 18
VCVTPD2PH_Z, 15
VCVTPD2PS, 1
VCVTPD2PS_ER, 3
VCVTPD2PS_ER_Z, 7
VCVTPD2PS_EVEX, 5
VCVTPD2PS_Z, 5
VCVTPD2QQ, 4
VCVTPD2QQ_ER, 4
VCVTPD2QQ_ER_Z, 4
VCVTPD2QQ_Z, 4
VCVTPD2UDQ, 1
VCVTPD2UDQ_ER, 3
VCVTPD2UDQ_ER_Z, 7
VCVTPD2UDQ_Z, 5
VCVTPD2UQQ, 4
VCVTPD2UQQ_ER, 4
VCVTPD2UQQ_ER_Z, 4
VCVTPD2UQQ_Z, 4
VCVTPH2DQ, 7
VCVTPH2DQ_ER, 7
VCVTPH2DQ_ER_Z, 7
VCVTPH2DQ_Z, 7
VCVTPH2PD, 4
VCVTPH2PD_SAE, 4
VCVTPH2PD_SAE_Z, 15
VCVTPH2PD_Z, 15
VCVTPH2PS, 6
VCVTPH2PS_EVEX, 6
VCVTPH2PS_SAE, 7
VCVTPH2PS_SAE_Z, 7
VCVTPH2PS_Z, 7
VCVTPH2PSX, 6
VCVTPH2PSX_SAE, 7
VCVTPH2PSX_SAE_Z, 10
VCVTPH2PSX_Z, 8
VCVTPH2QQ, 2
VCVTPH2QQ_ER, 2
VCVTPH2QQ_ER_Z, 7
VCVTPH2QQ_Z, 7
VCVTPH2UDQ, 7
VCVTPH2UDQ_ER, 7
VCVTPH2UDQ_ER_Z, 7
VCVTPH2UDQ_Z, 7
VCVTPH2UQQ, 2
VCVTPH2UQQ_ER, 2
VCVTPH2UQQ_ER_Z, 7
VCVTPH2UQQ_Z, 7
VCVTPH2UW, 4
VCVTPH2UW_ER, 4
VCVTPH2UW_ER_Z, 5
VCVTPH2UW_Z, 5
VCVTPH2W, 4
VCVTPH2W_ER, 4
VCVTPH2W_ER_Z, 5
VCVTPH2W_Z, 5
VCVTPS2DQ, 4
VCVTPS2DQ_ER, 4
VCVTPS2DQ_ER_Z, 4
VCVTPS2DQ_EVEX, 4
VCVTPS2DQ_Z, 4
VCVTPS2PD, 4
VCVTPS2PD_EVEX, 5
VCVTPS2PD_SAE, 4
VCVTPS2PD_SAE_Z, 4
VCVTPS2PD_Z, 4
VCVTPS2PH, 4
VCVTPS2PH_EVEX, 6
VCVTPS2PH_SAE, 6
VCVTPS2PH_SAE_Z, 10
VCVTPS2PH_Z, 8
VCVTPS2PHX, 4
VCVTPS2PHX_ER, 6
VCVTPS2PHX_ER_Z, 10
VCVTPS2PHX_Z, 8
VCVTPS2QQ, 4
VCVTPS2QQ_ER, 4
VCVTPS2QQ_ER_Z, 4
VCVTPS2QQ_Z, 4
